Review #,Review,product,delivery,price,service,explanation,,,
746,sa pangalawang pagkakataon thank you s e l l e r  ang cute talaga nong items salamat sa magandang serbisyo thank you s h o p e e,0,0,0,1,second transaction,cute items and a good service.,,
747,dunating n sakto lng iiwa n lng ang baby wife ng baby kosalamt po seller at ky kuya rider n mabaitdto n ko oorder pag naubos na,0,0,0,1,Thank you seller for service to deliver item in time.,,,
748,marami na akong naorder na sandal at shoes sa shop na ito sana my freebies naman anyways gusto ko lahat ng items ninyo mga mura,1,0,1,0,Many sandals and shoes are purchased at this shop,it is inexpensive.,,
749,very nice purchased for the price mukha naman magtatagal with mouse pad na din partner sa mouse i recommend thank you seller,1,0,1,1,Worth for the price,it may last. Thank you seller.,,
750,oily first time to buy perfume from this shop im kind of disappointed cause the smell doesnt met my expectations oo mura sya pero wala akong naaamoy na cloud ni ariana sa perfume natoh huhu iba ung amoy nya sa ibang perfume na inspired by ariana cloud na nabili ko,1,0,1,0,Oily first time and i am disappointed,the smell is not i am expecting.,,
751,thank you so much shopee seller sa maganda nyong sandals nagustohan ng anak ko,1,0,0,1,Thank you seller to good sandals and her child like it.,,,
752,very cute mukhang mamahalin hindi halata haha malinis tignan sa paa and sakto ung padala ng size add 1 para sure na kasya sayo thank you,1,0,0,0,It is very cute and is nice to see on the foot. You can add one size to be fit for sure.,,,
753,this is my second time to order sa shop na to thank u so much maganda po ung mga fake nails and hindi ko pa natry ung nail glue nila ung nail jelly glue lng maraming salamat po,1,0,0,0,Second time order here and good items,thank you so much,,
754,good lahat yung items na inorder ko what you see is what you get thank you seller more power and god bless,1,0,0,1,All items are good to what you see is what you get and thank you seller and more power and god bless.,,,
755,ok naman sya pang gift ko kasi kaya ayonthanks riderseller and shopeemabilis naman dumating,0,1,0,1,Okay naman sya pang gift ko kasi kaya ayon thanks rider seller and shopee mabilis naman dumating.,,,
756,apaka ganda mukang matibay bet na bet ko order ulit ako thank you seller ang bilis din ideliver dahil jnt express ang may dala ng item ko pag shopee express kasi inaabot ng 5 to 7 days apaka tagal ideliver di kagaya ng jnt ang bilis thankyou kuya rider godbless,1,1,0,1,Items is good. Delivery is fast thank you seller.,,,
757,subrang nice huhu okay na okay good quality naman,1,0,0,0,Subrang nice good quality.,,,
758,good wala lang syang plastic for each para malessen sana ung gusot sa edge part pero onti lang naman di naman big deal,1,0,0,0,Goods,wishing to lessen the crease.,,
759,wat u see is wat u get truly number 1 best selling water bottlefrom packaging to quality ang tibaythank you seller i will buy again a gift for siblings satisfied customer,1,1,0,1,Good product is the best selling and the packaging to quqlity is matibay and thank you seller,,,
760,okey naman po sya yupi lang yung box mabait din yung sellet thanks shopee,0,1,0,1,Okey naman po sya yupi lang yung box mabait din yung sellet thanks shopee,,,
761,love this small umbrella perfect when using smaller bags as you can see its almost the same size my phone,1,0,0,0,Love this small umbrella perfect when using smaller bags as you can see its almost the same size my phone,,,
762,good thank you seller nagustuhan ko super ganda talaga with sticker pa thnk you so much sa uulitin hindi ako nka pag picture kasi nakalimutan ko ang ganda nya sobra gusto ako mag order uli pag may voucher hehe i hope madami pang costumer ang kumuha sa order ninyu god,1,0,0,1,Good items and I like it and with sticker I will order again thank you seller I hope have a more customer will get.,,,
763,it was shipped immediately from 99 sale and just came in today the quality was good just i think u should add 1 size ang sikip sakin medyo but ayun thanks for thiss,1,1,0,0,Items the quality is good but its not for me and its small,,,
764,good quality madaming sizes kaya makakapili ka ng fit sa fingers mo thank you seller,1,0,0,1,Good quality madaming sizes kaya makakapili ka ng fit sa fingers mo thank you seller.,,,
765,ang ganda ang gandasulit ang pinangbili may camera ang napadala ni seller thank you,1,0,1,1,Camera is good and solid and sent it by seller,,,
766,matibay ang ganda po diku iniexpectsalamat kasi umaabot sapaskothank u seller and ridersa uulitin po,1,1,0,1,Sturdy item and arrives during Christmas thank you seller and riders.,,,
767,maganda xa add 1size kau nagustuhan ni mader dear,1,0,0,0,I like it and my mother also like it and I will add one size,,,
768,white super ganda and super puti parang nakakahiya isuot ganda pang ootd at ang bilis ng shipping correct size what you see what you get po tlaga,1,1,0,0,Item is white super good I like it so much and the delivery is fast I like it too.,,,
769,thank you po tama lang yung quality ng item for its price mabilis naiship at naideliver yung items yung nagdeliver mabait din,1,1,1,1,Thank you the quality of the item is just right for its price,the items were shipped and delivered quickly,and the delivery person was kind.,
770,grabe amoy candy siya and ang ganda niya gamitin super smooth unlike ng iba ko na bili na lip balm tas ang mura pa worth it siya guys love it pag naubos ko to bibili ulit ako,1,0,1,0,great,smells like candy and great to use super smooth,very affordable and if I finished it I will buy again,
771,good quality naman tong product so far matagal naman malobat,1,0,0,0,Good quality product so far matagal naman malobat,,,
772,ang cute nya po malaki po pala sya in person so morning to afternoon dika madali mauubusan ng tubig hahaha,1,0,0,0,Item is cute but is not easy.,,,
773,super nice okay naman for its price affordable and fast delivery photo and video not related,1,1,1,0,Item is very nice super okay for price fast delivery,,,
774,the packaging is so pretty and secured tried it on my arms and it smells so good hindi siya matapang mild lang totally love it since sensitive ako sa matapang na amoy plus points din kasi seller send pic before shipping out and yes long lasting siya thank you,1,1,0,1,product package is good and the item smells so good and seller will send pic before they will ship out.,,,
775,ganda po pero di ko expect na light color pala siya pero thank you ganda po,1,0,0,0,I like it the item but I did not expect that the color is light.,,,
776,prettyyyyy kaso mali yung na ship na kulay bwhahaha but its ok as long as it works fine hahaha this is a must buy product mga mhieeee kaya pabudol na din kayo,1,1,0,0,Item is pretty kaso mali ung na ship na kulay but its okay.,,,
777,aang bilis nfmg deliveryparang 2to 3 days lng ata inibtay komaganda yubg umbrella mukha namang mativaysana tumagalsakto makulimlkm ngayonmagagamit koh sya mmya phagumulanmagaan din nmn yung umbrellaokay lng ang haha saktoh sa bhagpack koorder ulit ako red namanpara sa anak ko may m,1,1,0,0,Good items. The delivery is fast just 2-3 days,I buy it bcoz of rainy season I will use it later and lightweight,,
778,exactly as it looks like on the photo havent tried it yet but its super cute perfect para sa mga kagaya kong laging naka smol bag oks din sya pag binuksan di ganon kaliit,1,0,0,0,Exactly as it looks in picture it is cute,perfect for people with small bag.,,
779,ang bilis ng shipping sulit ang pera gnda ng quality,1,1,1,0,The delivery is fast sulit and the quality is good,,,
780,okay naman ang item kaso may dents onti sa tripod then yung ballhead ayaw gumana yung seller ayaw mag response naglagay ako ng mark na please check and test the item before you shipped out pero wala hindi ata chineck thank you,1,1,0,1,Okay item but having dents and the ball head are broken and the seller is not responsive.,,,
781,hello po maganda po mga items na na rh deliver naka well packed naman po malambot maisuot kaso yun lang hindi tugma ang sizes malililiit pala sa actual pero maganda naman,1,1,0,0,Item is good and well packed but the sizes are not tally and small,,,
782,got my order  sorry for late rating thank you seller and shoppe super nice all items satisfied customer here thank sa nag dedeliver god bless and more sales,0,0,0,1,Got order super nice and the customer is satisfy thank you seller and shopee and god bless.,,,
783,very good sorry na agad sa mga picture at video for claim the coins lang po totally magaganda nman po lahat ng socks for kids nagustuhan ng aking costumer kaya nman d q na napicturan dahil nakuha na agad,1,0,0,0,very good nagustuhan ng aking customer kaya nakuha agad,,,
784,dumating ng maayos at tama yung 2 pajama na dumating kasyang kasya sa asaw ko salamat seller at shopee sa magandang item,1,1,0,1,item arrived well and tama thank you seller and shopee sa magandang item,,,
785,size 41 ako pero bakit ganito lumaki ata paa ko or sadyang maliit talaga size nya pero okay naman fast shipping and safe shipping medyo disappointed lang kasi hindi kasya pang indoor ko nalang ito,1,1,0,0,size is small fast and safe shipping but cant fit my feet,,,
786,nandito na agad ang order ko sobra bilis talaga dumating napakaganda at sobrang bago talaga anu pa hinihintay nio guys order na rin po kayo di po kau mag sisi sa item,1,1,0,0,My order is here super fast delivery very nice and very new so order now guys.,,,
787,2nd time ko na mag order nito super nice tlga ng fitting mukang mamahalin pag suot mo na,1,0,0,0,My second time to order,the fit is super nice and looks expensive when worn.,,
788,ito 10 pang 2nd time kuna mg order dito sa shoppe na ito ligit tas ang bango tlga nito i ordered again pag ma ubos na to,1,0,0,0,ito pang 2nd time kuna mg order dito sa shoppe na ito ligit tas ang bango tlga nito i ordered again pag ma ubos na to,,,
789,ang cute ang lakas nung fan niya super like it,1,0,0,0,Its cute and the fan is very good and I like it so much,,,
790,excellent quality promise nung dumating tinesting ko agad and ang super easy gamitin both tips might buy again soon kapag nasira ko na siguro to hahahahaha super enjoy,1,0,0,0,Its excellent quality and its easy to use and I might buy again soon.,,,
791,good quality product items are well packed medyo natagalan nga lang sa shipping pero worth the wait namanmaliit lang sya at magaan sakto lang for single not for sharingtama din yung color na dumating base sa orders kothank you seller,1,1,0,0,Items is well and the color is right thanks seller.,,,
792,nice good nmn items bilis dumating prepare kulng kasi mag tag ulan n uso nnman sipon s mga newborn baby,0,1,0,0,nice good delivery is fast,,,
793,ito 10 subrang ganda kashang2 sa anak ko na 2yrs old size 24 yung kinuha ko may kunting allowance subrang ganda talaga,1,0,0,0,The items is good to my 2 years old baby and my allowance and very good to item.,,,
794,good kompleto po order ko im glad hindi na po na ulit yung kulang kulang hehehehe sobrang ganda ng item omg buy na kayo here magugustohan niyo,1,0,0,0,Goods item and complete order buy here your gustohan it.,,,
795,thank you nareceived ko na  and ok naman siya kasi kung ano yung nasa picture willing nag oorder yun rin yung matatangkad mo 100 legit thank you nareceived ko na  and ok naman siya kasi kung ano yung nasa picture willing nag oorder yun rin yung matatangkad mo,1,0,0,0,Thank you I have received the order and it is ok . it will not disappoint you.,,,
796,soft and comfy di masakit sa paa all in all what you see is what you getplus 1 sa size kapag oorder ka,1,0,0,0,Soft and comfy not painful on the feet what you see is what you get,,,
797,ang bilis ng pag ship okay yung mga items at maganda nagustuhan ko salamaaaaaat po order ako ulit sa susunod thank you,1,1,0,0,Delivery is fast okay the items I will order again in the near future.,,,
798,well packed  ang ganda at ang laki ng tulungan ng baby di ko lang ngustuhan ung color ng damit patay ang kulay,1,0,0,0,Well packed item is good and big but I don’t like the color of the cloth is not good,,,
799,maganda sia very well packed maayos ang itemsthank you seller,1,1,0,1,The items is good maayos and well packed thank you seller.,,,
800,recieved in good condition right size and color thank you seller nkaka classy yung quality nia nagustuhan nung pinagbgyan ko,1,0,0,1,item recieved in good quality,right color and size,nagustuhan ng pinagbigyan ko thank you seller,
801,good ang bilis lang dumating ng order ko at tama nmn yung color at size na naibigay at sana tumagal din paggamitin na okay naman sya for its price at napackage nmn ng maayos thank you sa seller with proof of ordernice shop with nice products,1,1,1,1,,,,
802,thank you kay kuyang riders nakarating sa akin ng maayos ang item ko,0,1,0,0,,,,
803,the products quality is reasonable for the price may damage lang yung isa tapos mali yung size ng isa pa mabilis dumating,1,1,1,0,,,,
804,okay lang para sa price niya,0,0,1,0,,,,
805,unique nakakadagdag ganda ng ambiance  will surely buy again,1,0,0,0,,,,
806,ang ganda nya pag malalaking pot nga lang di stable ang posisyon kaya need muna tanggalinso far maganda sya thank you seller,1,0,0,1,,,,
807,size 7 ako tska mapayat din paa ko pero di padin kasya yung size 38 nakalabas pa yung hinlalaki ko sa paa add kayo ng 2 size para saktong sakto lang sa paa niyo pero overall nice quality,1,0,0,0,,,,
808,sobrang ganda ng telaaaaaaaaa mapapa order ako ulit nito napaka pulido ng tahi legit challis talaga yung tela niya thank you po,1,0,0,0,,,,
809,maganda sya ang malakas suction my order is complete and well packed thankyou seller bilis din ng shipping ordered 11th received ng 13th sana all hahaha,1,1,0,1,,,,
810,oh my ang ganda ng product definitely worth the wait goods din siya for its price ganda ng stand mukhang matibay naman will use this for my future vids thanks seller,1,0,1,1,,,,
811,thankyou po ang mura talaga ng mga paninda nila compare sa iba thankyou very much po oorder ako ulit kapag naubos na yung stock ko,0,0,1,0,,,,
812,thank you po sa shop at sa seller ang gaganda po ng quality ng items pasensya na hindi ko na nakunan ng pictures kc sold out agad sa mga customers ko kaya orders po ako ulit thanks and god bless po,1,0,0,1,,,,
813,ganda ng quality ng bra ang 5 stars bait pa ni seller i will order again thank you poooo see you till the next transaction again,1,0,0,1,,,,
814,ok naman yong bra sakto lang sa price niyasalamat sellersalamat sa raiderat sa shoppee,1,0,1,0,,,,
815,may pula pula sa gilid dapat nakaplastic din yung shoes para hindi mahawaan yung shoes sa box kasi kulay pula yung box maganda parin yung shoes thanks po,1,0,0,0,,,,
816,magandang araw seller andito na po ang order ko maraming salamat po kumpleto at magaganda lahatsana maubos agad para makapag order na naman ako ulit sa inyo thank you shoppee and rider godbless us alll keep safe lagi,0,0,0,1,,,,
817,okay na man pangregalo nung na try ko malamig yung buga ng hangin halatang mumurahin talanga physically and sobrang gaan akala ko nga scam yung parcel sa gaan,1,0,1,0,,,,
818,order recievedfast deliveryi think good quality nman xa what u see is what u het tlga salamat shopee salamat kay seller at kay kuya rider,1,1,0,0,,,,
819,complete order thank you for the good service god bless hakahsvbabajajbs pic and vid not related wala na akong masabi hehe,0,0,0,1,,,,
820,it is good pero the disadvantage lang ng seller is hindi nasunod ang mga desired colors namin yun lang but the item is good no crack even though we didnt purchase any glass protection thanks,1,0,0,1,,,,
821,complete items at maayos yong items thank you shoppee and thank you also seller well order again godbless,1,0,0,1,,,,
822,magaling ka potama lahat ng order ko bilang at kulaymagandang kaledadmabilis nkarating ang order kosalamat po syo god bless,1,1,0,0,,,,
823,good quality nagustuhan ko talaga hindi ako nabigo mg order nito satisfy po talaga ako,1,0,0,0,,,,
824,yehhheyyy thank you po completo po lahat ng orders ko po tas maayos lahat madali pa po na ship thank po ulit sa shopsa sellersa shopee at kay kuya driver po god bless po,0,1,0,1,,,,
825,nice well packed kaso diko akalain an liit pala ng tiger balm pero nice scent i love it thank you so much seller sa agarang delivery god bless,1,1,0,1,,,,
826,superrrr bangooo niya super bait nung seller nag send pa siya ng pic before maideliver yung product well packed pa mabilis rin yung pagkakadeliver highly recommend this product once na maubos ito bibili pa me ulittt hehe thank uuuu againnn,1,1,0,1,,,,
827,yung mga mitten panget ng binigay saken pero yung mga socks maganda quality sure na bibili ulit ako,1,0,0,0,,,,
828,what you see is what you get okay lng yung tela nya  nakaka mould naman sya waist mas gusto ko pagka high waist nito breathable  comfortable sya soutin sana lng magtagal subukan ko muna to first time user,1,0,0,0,,,,
829,good ganda po ang cute nya tamang tama sa eloading kosana lang tumagal din gaya ng dati ko umabot ng 5ys bago lumubo ang batterytagal lang deliver pero worth naman ang price nya rhank you seller,1,1,1,0,,,,
830,good legit na maganda ung spatos po sakto s uniform k s halagang99 merun k ng magandang sapatossunod order po ako ulit,1,0,1,0,,,,
831,mabilis nadeliver may dents lang ung box but the shoes okay naman,1,1,0,0,,,,
832,ganda white na white linis tignan okay to pag hanap mo is pang pe na hindi nasisira yung quality kahit matupi tupi,1,0,0,0,,,,
833,ganda po ng item sakto po sa akinthanks seller mbilis din magdeliver,1,1,0,1,,,,
834,thank you seller nice product po and gumagana po siya when i tried it nakakuha talaga siya salamat at god bless sa store,1,0,0,1,,,,
835,good ang ganda niya promisee thank you seller order na kayo,1,0,0,1,,,,
836,thank you maganda nman for me kaso lang d nman appreciated ng mag susuot haha gusto pla may design order ulit next time ung may design na,1,0,0,0,,,,
837,excellent quality matagal nga lang dumating seguro dahilvisayas satisfied buyer here will order again,1,1,0,0,,,,
838,excellent recommended shopdi ko na npicturanfast charger tlgathank u so much shoppeeseller at delivery din,1,1,0,1,,,,
839,maya ko na bubuksan haha para surprise para pagtanggal kabit agad pag uwi hehe anyways salamat sa seller at sa shopee for the discount in shipping fee salamat din po sa delivery guy na naghatid ng order feeling ko nmn ok yung item kasi maganda reviews dun sa product,1,0,0,0,,,,
840,maganda mainet kase sa room namen napabile tuloy tas panget yung nagbabasa tas hatdog yummy hotdog my tomme the hotdog is in the center of the bread,1,0,0,0,,,,
841,well packed maganda ang tela and malambot sulit na sulit sa price and quality niya will order again again,1,0,1,0,,,,
842,okay naman lahat ng products and mabilis siyang dumating,1,1,0,0,,,,
843,mag add 1 size po kayo para sakto sainyo maliit sizes nila pero sa quality at delivery all goods maganda ang pagkakagawa  malambot at magaan  komportable isuot,1,1,0,0,,,,
844,worth it to buy maganda at cutepwede na yung lakas kumpara sa presyo nyasulit na po hehethank you sellersa uulitin po hehe,1,0,1,0,,,,
845,got this for 32 pesos nung 77 late rate gumagana siya tinaas ko screen sensitivity dahil makapal screen protector ko one problem bakit mabagal yung pag sulat is maybe sa screen refresh rate ng phone ginagamit ko ng 120hz screen refresh rate para mabilis since ang 60hz mabagal para sakin,1,1,0,0,,,,
846,satisfied customertama lahat ng order kotama ang size at colormejo matagal lang dumatingdahil daw sa kulang ang riderpero ok lang mabait nman claalang prob sa pag deliverdi tulad ng ibatamad,0,1,0,0,,,,
847,salamat seller nakaorder din ako nun una nagaalangan pa ako baka di kasya sa kalan ko pero swak na swak sya lalu na sa superkalan,1,0,0,1,,,,
848,ok ung pnadla ni seller at ang cute dn sana magkaron hello kitty,1,0,0,1,,,,
849,thank you ganda at mahaba po mura pa,1,0,1,0,,,,
850,thank you seller and shopee i like the product its cute the size is just enough for me and its the right color also very affordable i will order again next time godbless in business,1,0,1,1,,,,
851,sound quality maganda pero dont expect the same sa original ofc overall super ganda and sulit tama lang din yong size ng mga ear pods same size ng samsung earphones,1,0,1,0,,,,
852,maganda sya at mabilis na ishipped thanks seller,1,1,0,1,,,,
853,not related pero super ganda ang soft nya bili pa ako more,1,0,0,0,,,,
854,grabe ang cute netong payong na to kasyang kasya talag sya sa small bag hope magtagal at matibay will order again pag okay pang regalo ko kasi to mabilis din sya dumating,1,1,0,0,,,,
855,maganda naman sana lang matibay worth it naman yung bayad,1,0,1,0,,,,
856,good okay naman sya hindi ako allergy at maganda sya sa labi  di agad nagfafade thank you so much ky seller nextime po ulit godbless po,1,0,0,1,,,,
857,binili ko for my sister gaya gaya eh gustong gusto nya nung una kong bili sya na naka ubos grabe ba,0,0,0,0,,,,
858,pang apat na beses ko ng nagorder dito at until now gud performance pa din si sellersuper bilis ng delivery at tamang items ang pinapadalathank u so much seller at shoppe,0,1,0,1,,,,
859,maganda naman ung slipper yayamanin ang design what u see is what u get thank u seller photo and video not related tnx,1,0,0,1,,,,
860,i super love this akala ko di siya magkakasya kasi mukhang maliit pero omg sobrang stretch and body hugging para akong pumayat talaga sobrang helpful lalo na sa mga body hugging na mga dress i love it thank you,1,0,0,0,,,,
861,maganda and okay ang tela tulad din nong nabili ko sa mall na mahal thank you seller sa uulitin,1,0,0,1,,,,
862,nov 17 hindi para sakin yung tsinelas pero nagustuhan ng pinagbigyan ko okay naman yung item good for its price,1,0,1,0,,,,
863,nice itemsmedyo sakto lang un size pero ok na din,1,0,0,0,,,,
864,thank you seller nakaabot sa christmas party ng anak ko so nice po ang shoes nila and comfy kasi hindi nagreklamo ang anak ko habang suot niya,1,0,0,1,,,,
865,thank you seller complete orders medyo matagal nga lng yung delivery,0,1,0,1,,,,
866,di ko pa kasi sya nadidikit pero chineck ko super dami ng isang roll pala thank you seller will definitely order again,1,0,0,1,,,,
867,maliit sya sa totoo kong size 38 pero goma sya kya ok lnggg to delivery rider matiyang hinanap yung bahay nmin thank you po,1,1,0,0,,,,
868,mabilis sya dumating and gumagana walang sira and madali lang din ikabit iba langs ung itsura nung remote sa pic at sa dumating pero its fine namn kasi gumagana naman,1,1,0,0,,,,
869,ok naman nagulat lng kmi maliit pala hnd namin na check review,1,0,0,0,,,,
870,napaka tagal ng order di ko na bilang kelan kaso alam ko na matagal pero maganda ang quality audio comes with 2 free stickers,1,1,0,0,,,,
871,got it already excellent quality its all working  malakas yung sounds niya hindi basag yung tunog,1,0,0,0,,,,
872,iba yung itsura ng item na nasa pic sa nareceive ko but all in all maganda pa rin sila xaka matibay kaya thank you pa din seller at kay kuya rider,1,0,0,1,,,,
873,thanks seller at kay kuyang rider maayos ang item at walang damage sakto din walang kulang worth the price hehe nagorder na ko ulit sulit salamat po,1,0,1,1,,,,
874,2nd order ko na dito pinabili lang saken kase need ren nila nang ganyan  so far okay naman yung mga product  worth it pong bilhin yung tela sakto lang po sa price nya  lagi gamit ng hubby ko every day na aalis,1,0,1,0,,,,
875,perfect hihi exact color and size ang ganda nyaaa bilhin nyo na tas ang ganda pa ng plastic pocket nya thanks shopee,1,0,0,0,,,,
876,i bought this for my sleeveless and tube tops since detachable ang straps 34 ang kinuha ko coz thats my size unluckily this bra is not stretchy kaya nasa last hook ng tinry ko wo straps but the bra is cute gives a little push sana magtagal thanks shopee and,1,0,0,0,,,,
877,picture and video not related nakuha na kasi nung nagpabili ilan beses na kami nka order pajama mabenta kasi salamat sa seler,0,0,0,1,,,,
878,just best nakuha yung expectations ko sulit siya guys deserve ng 5 star will buy again,1,0,1,0,,,,
879,maliit saken yung size 39 kaya kailangan add one size pero goods naman,1,0,0,0,,,,
880,3rd order po ganda wla damage thank you po seller nd ko ng sisi umorder ng paulit ulitmy nxt parcel ulethnd kona na piks kinuha n agad ng may ari,1,0,0,1,,,,
881,2nd time n nagorder maganda pa din thanks seller,1,0,0,1,,,,
882,standard mabilis dumating delivery ng mga item ko pero yong isa may sira sa may usb port nasa picture na test ko nmn gumagana nmn sya pero yong pag charge di ko pa na try if working slamat,1,1,0,0,,,,
883,maganda magaan at affordable bagay na bagay ngayon tagulan na nakakatuwa lc mura lng sya pero quality naman thank you,1,0,1,0,,,,
884,good angganda nyaaa 2nd time ordering from this shop and legit sya at maganda ang quality ng products bilis pa naship thank you po,1,1,0,1,,,,
885,black madali syang dmating first tym kong mag order dto sulit nman,0,1,1,0,,,,
886,second purchase from this shop quality is good and super affordable siguro add 1 size dito kasi medyo masikip unang nabili ko kaya bumili ulit kami anyways thank you po,1,0,1,0,,,,
887,ok lng nman hopefully mgtagal xa thanks seller,1,0,0,1,,,,
888,maganda po sana magtagal pang araw lang po talaga sya dipo pwede sa ulan na malakas panangga lang sa uv light thank you pero maganda po ang quality,1,0,0,0,,,,
889,ang ganda super love it im so satisfied with my order ang mura lang tapos ang ganda pa tama yung dumating na order tapos agad pang dumating thank youuuu seller,1,1,1,1,,,,
890,good order received today correct color no damages and wellpackaged update its so nice na after almost 2 hours mainit pa rin yung water sa loob since pang coffee ko lang naman ito sa work kaya good na yon great din na hindi mainit yung outer cover ng tumbler hindi,1,0,0,0,,,,
891,nice namn po sya thanks seller shopee and sa nag deliver good job po god bless and stay safe always will order again po,0,0,0,1,,,,
892,i love the pensss mura and all working thank you,1,0,1,0,,,,
893,maliit ung robo vacuum pro ok lang for the price,1,0,1,0,,,,
894,thankyou po ganda tlga ng mga products niyo,1,0,0,0,,,,
895,2nd time buying and i really love the quality super durable nya lalo pag windy days malaki rin sya kaya natatakpan nya ako pati yung masama kong ugali satisfied customer will surely buy again next time nawala kasi yung 1st na binili ko kainis grrr anyway thanks mwa,1,0,0,0,,,,
896,thank shoppeeee at sa sellerr na gustohan ko pa at sa anak ko kasyang kasta sa kanya sa uulitin pod and godbless po highly recommended po siya tama lang sa presyo,1,0,1,0,,,,
897,buti na lang nagkasya sa kapatid ko mdyo maliit sa akin ung mga nauna kong binili ayos naman ang size this time medyo iba na pero okay pa din you deserved 5 stars,1,0,0,0,,,,
898,sobrang gaganda bagay poh sakin salamat poh salamat seller i will order again,1,0,0,1,,,,
899,ok yung sensitivity ung connection and all sana tumagal,1,0,0,0,,,,
900,received the items in good condition wear the pther one already and ok sya pambahay for bog boobs pero kung sakto lang boobs mo pwede nang pangalis i really like it presko sya will definitely buy again,1,0,0,0,,,,
901,complete order  tama nmn po yung color salamat posaseller  kay courier,1,0,0,1,"The review mentions the correct color and thanks the seller, indicating a positive product experience and good seller service.",,,
902,nag send pa seller sa akin nang picture bago e ship kudos  ang bago ng perfume nag tatagal talaga yung katy perry meow mild lang pero subrang bango yung vanilla lace matagal mawala ang ang amoy,1,0,0,1,Mentions the scent and longevity of the perfume (product) and the seller sending a picture before shipping (service).,,,
903,thank you sellerok ung item and good qualitymabilis din dumatingsatisfied customer posalamat,1,1,0,1,"The review mentions the item's quality (product), fast delivery, and thanks the seller (service).",,,
904,verry good ganda thank you ang mura nya pa hehe,1,0,1,0,Highlights the product's appeal (ganda) and its affordability (mura).,,,
905,rubber sya kya malambot sa paa ang ganda nya d halatang mumurahinska ang ganda nya s paa nkakasosyalkng anu nsa picture ganun dinner sya pgdumating n ung item kya order n kyoslmat s shop na 2at s shoppe,1,0,1,0,"Describes the material and appearance of the product (malambot, ganda), and also subtly touches on the affordability (d halatang mura).",,,
906,best siya kasi malakas yung ilaw kung mahilig ka sa pictorial editing at kahit ano bagay na bagay to sayu,1,0,0,0,Focuses on the product's feature (malakas yung ilaw) and its suitability for specific uses.,,,
907,maganda naman siya sulit na sulit pwede pambakbakan alabit period de jok maganda siya bili na kayo dear charo i labyu miss nakita kumain kana ba,1,0,1,0,Expresses satisfaction with the product (maganda) and its value for money (sulit na sulit).,,,
908,aesthetic grabe ang ganda ng tumbler super elegant din tignan tsaka sakto ang bigat talagang okay yung material na ginamit dito,1,0,0,0,"Focuses on the product's aesthetic appeal (ganda, elegant) and material.",,,
909,i rcvd the packaged today in very good conditon i havent yet try these profucts so i can give a good feedback i like all the products i rcvd thanks seller shopee and shopee rider,1,1,0,1,"Mentions receiving the package in good condition (delivery), expresses liking the products (product), and thanks the seller and rider (service).",,,
910,wala ng pic hehe kaya ayan nlg pero maganda po sya nagustohan ko po will order again ung video hndi po yan ung items hehe for coins purpose lng po,1,0,0,0,Simply states the product is good (maganda) and expresses liking it.,,,
911,its good for its price pwede na ma pang araw araw na gamit for work out definitely will but again soon,1,0,1,0,Highlights the product's suitability for everyday use and its affordability (good for its price).,,,
912,good quality amazing fantastic elastic,1,0,0,0,Focuses solely on the product's quality.,,,
913,nilabhan ko na sya hahahamaganda ung quality at complete walang sira or what pag lalabhan wag lang ihalo sa puti kasi nagkakulay ung tubig pero d namn naapektuhan ibang color nadeliver agad at no problem sa courier super thank you,1,1,0,1,"Mentions the product's quality (maganda), complete condition, quick delivery, and the absence of problems with the courier.",,,
914,1010 satisfied customer here napakamura nito pero good quality naman kaya nga worth it,1,0,1,0,"Highlights the product's quality and affordability (napakamura), emphasizing its value.",,,
915,maganda xa sa halagang 99 pesos magaan dalhin ang bilis pa ng shipment kala ko next week ko pa matanggapat ang bait pa ni manong driver salamat seller i will order again soon satisfied talaga ako sa item na natanggap ko i give 5 stars,1,1,1,1,"Expresses satisfaction with the product, highlights its affordability and lightweight nature, praises the fast shipment and the courier's kindness, and thanks the seller.",,,
916,magaganda po lahat ng nareceive kothank you so much seller sa walang sawa na pagsesend ng message po regarding sa parcel update,0,0,0,1,Focuses on the seller's proactive communication regarding parcel updates (service).,,,
917,thank you seller shoppee at sa nagdeliver,0,0,0,1,Simple acknowledgment of the seller and delivery service.,,,
918,i received my parcel yesterday this is my second time ordering from this shop will order again ps di ako makapag input ng video thats why ganiyan po hehe,0,1,0,0,"Acknowledges receipt of the parcel, mentioning it's a repeat order from the shop.",,,
919,so nice first time kong mag order sa shop na to at hindi ako binigo godbless sa shop and kay seller,0,0,0,1,Expresses satisfaction with the first-time order experience and thanks the shop and seller.,,,
920,super duper good quality100000010 what you see is what you geti love it bili na kayo guysdi kayo mag sisisi promise ang ganda sarap sa paathen yung kulay is super ganda ganda din nang quality tsaka ang dali lang nyang dumatingthanks kay kuya rider at tsaka sa reseller more power,1,1,0,1,"Highlights the product's excellent quality and appearance, mentions the fast delivery, and thanks the rider and reseller.",,,
921,true ilike it tnx ky kuya jnt at ky shopee ndin,0,0,0,1,Simple acknowledgment and thanks to the courier (kuya jnt) and Shopee (service).,,,
922,good pang ilan order ko na thank you seller,0,0,0,1,"Mentions the product is good, notes it's a repeat order, and thanks the seller (service).",,,
923,plastic super cute kaya sabi ni mama sa kanya nalang daw haha sana paa dinamihan ko order will order again thank you seller,1,0,0,0,"Describes the product's material (plastic) and its cuteness, prompting a desire for more.",,,
