Review #,Review,product,delivery,price,service,,,,
723,maganda at sulit naman ang price pero inexpect ko na baka mas malakix ng kunti sa pesonal kasi medyo malakix sa picture nice,1,0,1,0,"Product aspect: ""inexpect ko na baka mas malakix ng kunti sa pesonal kasi medyo malakix sa picture nice"" Price aspect: ""sulit naman ang price"".",,,
724,okay puro medium order ko may nasingit na large,1,0,0,0,"Product aspect:""okay puro medium order ko may nasingit na large"" (size issue).",,,
725,nakakasugat yung matigal na sa high waist,1,0,0,0,"Product aspect:""nakakasugat yung matigal na sa high waist"" (uncomfortable material).",,,
726,ang dumi ng cover ng blue tpos pgbukas ko may isang rib or bakal na tabingi,1,1,0,0,"Product: ""ang dumi ng cover ng blue tpos pgbukas ko may isang rib or bakal na tabingi"" Delivery: ""pgbukas ko"" (condition upon arrival)",,,
727,water syemps hindi ko gusto yunv amoya baho siya for me parang ewan pero di ko den alam if effective todo spray lang ako 3h,1,0,0,0,"Product aspect:""hindi ko gusto yunv amoya baho siya"" (bad smell/odor).",,,
728,maganda and akala ko hindi goma pero pwede na thankyou seller,1,0,0,1,"Product: ""maganda"" Service: ""thankyou seller"".",,,
729,maganda po sya sulit sa price kaso sira lang po ung blue light nya pero ok sya nakakaganda ng room,1,0,1,0,"Product aspect: ""maganda po sya nakakaganda ng room kaso sira lang po ung blue light nya"" Price aspect: ""sulit sa price"".",,,
730,hi ayos naman po yung packaging maganda din naman yung stand gumagana naman po ang concern ko lang is parang mahina yung ilaw nya hahaha unlike nung sa dati kong binili ganun din naman price and size pero malakas matagal din mapundi yun lang thank you,1,1,0,0,"Product: ""maganda din naman yung stand gumagana naman po ang concern ko lang is parang mahina yung ilaw nya"" Delivery: ""ayos naman po yung packaging"".",,,
731,enough the make up spray is not that quite effective in terms of somewhat called long lasting and di sya gaano nag tatouch sa mukha affordable naman kahit papano,1,0,1,0,"Product aspect: ""not that quite effective in terms of somewhat called long lasting and di sya gaano nag tatouch sa mukha"" Price aspect: ""affordable naman kahit papano"".",,,
732,its not wind proofpg mhina n kalan at nhnginan nmmtay din,1,0,0,0,"Product aspect: ""its not wind proof"".",,,
733,oks lang magandanamanforprice thanks,1,0,1,0,"Product aspect: ""magandanaman"" Price aspect: ""forprice"".",,,
734,33 ko to inorder 37 dumating na sya nagtataka lang ako kung bakit nakalabas yung sa may bra di manlang tinahi but thanks pa rin,1,1,0,0,"Product aspect: ""nakalabas yung sa may bra di manlang tinahi"" Delivery: ""33 ko to inorder 37 dumating na sya"".",,,
735,natry q sia saglit kse lowbat sia ewan q lang kpg ncharge na kung mlkas ung hangin nia sana nmn ok sia,1,0,0,0,"Product aspect: Mentions ""lowbat"" and hoping for strong wind after charging.",,,
736,next time po make sure na check muna yung item before iship may damage yung item ok sana yung item kaso may damage siya may butas siya,1,0,0,1,"Product: ""may damage yung item may butas siya"" Service: ""make sure na check muna yung item before iship"".",,,
737,hard rubber masakit sa paa i ordered 2white 1black 1 pink but instead you sent 3white 1 pink  sana kng hindi available ang color wag ipilit sa customer para hindi nadidissapoint sa service ng seller,1,0,0,1,"Product aspect: ""hard rubber masakit sa paa"" Service aspect: ""sana kng hindi available ang color wag ipilit sa customer para hindi nadidissapoint sa service ng seller"".",,,
738,blue ang natanggap q ei black ang order qwrong color,0,1,0,0,"Delivery aspect: ""wrong color"".",,,
739,dapat pala 1 size bigger ang inorder kosayang hindi ko magamitsaddddddd,1,0,1,0,"Product aspect: Mentions ordering a size too small ""dapat pala 1 size bigger"" Price aspect: ""sayang"".",,,
740,bumili ako ng xxl xl at large yung large at xl same lang yung lake parang small lang kaya kung matangkad at mahaba legs nyo di to para sainyo di din pwede sa malalaki hita masikip sya sa bandang legs anyways thank u pa din sa seller kasi kumpleto ang,1,0,0,0,"Product aspect: ""yung large at xl same lang yung lake parang small lang kaya kung matangkad at mahaba legs nyo di to para sainyo"".",,,
741,complete lahat ng orders ko but yung isa mali yung kulay instead of silver ang andito is parang orange color ata to,0,1,0,0,"Delivery aspect: ""yung isa mali yung kulay instead of silver ang andito is parang orange color ata to"".",,,
742,tagal matuyo already tried the product its good if your just new to make up and just trying new things but its definitely not suitable to wear outside while its hot or raining cats and dogs cause it not even close to waterproof nor sweatproof as the seller says,1,0,0,0,"Product aspect: ""tagal matuyo"", ""not suitable to wear outside while its hot or raining cats and dogs cause it not even close to waterproof nor sweatproof"".",,,
743,masaya sana kung parehas gumagana ung green lng po ang gumagana pero ung pink d po cia gumagana,1,0,0,0,"Product aspect: ""ung green lng po ang gumagana pero ung pink d po cia gumagana"".",,,
744,good nag order po ako ng tatlo tapos po sira yung green walang lumalabas na hangin tapos maingay pa yung pink sira yung on nya yung white ganun din po naka order din po ako dati sira naman po yung chargeran,1,0,0,0,"Product: All items are defective. ""sira yung green walang lumalabas na hangin tapos maingay pa yung pink sira yung on nya yung white ganun din"".",,,
745,sa sobrang tagal nakastock ng payong kahirap buksan hindi siya worth it sa price,1,0,1,0,"Product aspect: ""sa sobrang tagal nakastock ng payong kahirap buksan"" Price aspect: ""hindi siya worth it sa price"".",,,
746,equal to amount ung pants po may stain na white sa gilid like parang nagkamali ng logo tas ibang logo nlng nilagay isang laba pa lang malapit na matanggal ung logo sana wala nlng ganon ayaw ko sana mag review ng di maganda kaso alam nyo un nagbayad naman ng,1,0,0,0,"Product aspect: ""may stain na white sa gilid like parang nagkamali ng logo tas ibang logo nlng nilagay isang laba pa lang malapit na matanggal ung logo"".",,,
747,okay nmn gumagagan my mga yupi lng i dont know if s courier unkc wala man lng nkalagay s bubble wrap kung saan ang taas at baba ng item bka binalibaliktad kya ganunhaisst,1,1,0,0,"Product: ""my mga yupi"" Delivery: ""wala man lng nkalagay s bubble wrap"".",,,
748,white po ang inorder pero pink ang dumating,0,1,0,0,"Delivery aspect: ""wrong color"".",,,
749,kulang po yung pinadala nyong wallpaper flattetter 3 yung order ko 1 lang dumating,0,1,0,0,"Delivery aspect: ""kulang po yung pinadala"".",,,
750,hindi po effective ang wrap nagleak siya lagyan ng mas effective na packaging na di sya magleak,1,1,0,0,"Product: ""hindi po effective ang wrap"" Delivery: ""nagleak siya lagyan ng mas effective na packaging na di sya magleak"".",,,
751,ang ganda ng pakabalot niyo nuhdi ko alam kung nagtitipid kayo sa scatch tape naka bubble wrap nga di naman naka scatch tape buti nalang di sira,0,1,0,0,"Delivery aspect: ""di ko alam kung nagtitipid kayo sa scatch tape naka bubble wrap nga di naman naka scatch tape buti nalang di sira"".",,,
752,kakasad nmn bkit ibang kulay ung pinadala nyo light grey po ung order qsna kung dna un available dpat po ngsbi po kyo pra nkpili po aq ng kulay n ibadmi n kcing itim ng asawa q ibang kulay nmn snanext tym po update nyo po muna ung costumer,0,1,0,1,"Delivery aspect: ""bkit ibang kulay ung pinadala nyo"" Service aspect: ""sna kung dna un available dpat po ngsbi po kyo"".",,,
753,may mga murang product pero sulit ang bayad at may qualidad i can not recommend this shop to others quality over quantity on the other hand fast dlivery by jnt thanks,1,1,1,0,"Product: ""may qualidad i can not recommend this shop"" Price: ""may mga murang product pero sulit ang bayad"" Delivery: ""fast dlivery"".",,,
754,good goods ang item nakalimutan ko mag order ng oil,1,0,0,0,"Product aspect: ""good goods ang item nakalimutan ko mag order ng oil"".",,,
755,mahal ng set nila medyo hindi lang po ako satisfied kasi manipis lang po siya including yung bed at unan yung tahi ng net natatastas rin sorry po 3 star lang medyo natagalan lang rin sa pagship,1,1,1,0,"Product: ""medyo hindi lang po ako satisfied kasi manipis lang po siya including yung bed at unan yung tahi ng net natatastas rin"" Delivery: ""medyo natagalan lang rin sa pagship"" Price: ""mahal ng set nila"".",,,
756,3 sets ang binili ko each set ay may sirang clip tanggal yung design sa pinakaclip,1,0,0,0,"Product aspect: ""each set ay may sirang clip tanggal yung design sa pinakaclip"".",,,
757,good thank you seller and ridermaganda po yung item malilng ako ng size kala ko 34 kasya sa akinmaliitbenta ko nlng sa mga teen taposorder uliako,1,0,0,1,"Product: ""maganda po yung item malilng ako ng size"" Service: ""thank you seller and rider"".",,,
758,not good pangit ng quality and di yon yng order kooo,1,0,0,0,"Product aspect: ""pangit ng quality and di yon yng order kooo"".",,,
759,nakakadisappoint kasi sobrang nipis ng tela pero eka nga ano bang inexpect mo sa mura na presyo anyways thank you pa din seller and shopee,1,0,1,0,"Product aspect: ""sobrang nipis ng tela"" Price aspect: ""mura na presyo"".",,,
760,this 85ml ariana cloud is not good i thought super bango niya hindi siya amoy soft powder candy super disappointed ako dito kasi nagexpect ako na mabango siya and also hindu rin siya nagtatagal parang hindi oil based 35,1,0,0,0,"Product aspect: Describes the scent as ""hindi good"", ""hindi amoy soft powder candy"", and not long-lasting.",,,
761,hindi ko alam kung hanggang ganon lang yung lakas ng hangin since di ko pa siya na chcharge pagkadating,1,0,0,0,"Product aspect: Uncertain about wind power, indicates the need to charge it first ""since di ko pa siya na chcharge"".",,,
762,disappointed wrong color po okay lang sana kung hindi same color pero parehong red naku posana naman iniba nyonag message pa ako pagka order ko sana naman be responsiblehindi naman random colors ang nakalagay nakiclick ko pa nga ang gray at black ehpaano naging red,0,1,0,1,"Delivery aspect: ""wrong color po"" Service aspect: ""sana naman be responsible"".",,,
763,dito ako umorder since shopee mall yung product mukhang hindi legit yung smoke removal naging smoke ermoval,1,0,0,0,"Product aspect: Questions the authenticity of the product ""mukhang hindi legit"".",,,
764,okay naman po mga dumating na bra kaso sa gym training shorts ang dumating instead of above knee,0,1,0,0,"Delivery aspect: ""sa gym training shorts ang dumating instead of above knee"".",,,
765,510 ayun you get what you pay for lol okay naman siya hindi ko pa na try suotin for long period of time not sure if comfy but ok thank you,1,0,0,0,"Product aspect: ""okay naman siya hindi ko pa na try suotin for long period of time not sure if comfy but ok"".",,,
766,ang ikli nung strap to na nga ang pinaka small size mas lalo pang lumiit dahil sa strap,1,0,0,0,"Product aspect: Describes the strap as short ""ang ikli nung strap"" and the size as smaller than expected.",,,
767,sa caption nakalagay samsung pero sa actual di po kapag samsung kasi may label yan sa gadget mismo legit ang storage nya yung pen ay di mataas tulad ng sa first picture nya na mataas pero nagagamit parin naman kompleto din walang kulang kapag naka charge di sya pwedeng gamitin,1,0,0,0,"Product aspect: ""sa caption nakalagay samsung pero sa actual di po yung pen ay di mataas tulad ng sa first picture nya"".",,,
768,ayaw mag change ng light color parang my defect ung switch,1,0,0,0,"Product aspect: ""ayaw mag change ng light color parang my defect ung switch"".",,,
769,not bad manipis masyado pero goods naden sa presyo,1,0,1,0,"Product aspect: ""manipis masyado"" Price aspect: ""goods naden sa presyo"".",,,
770,maganda yun eyeliner for its price pero yung mascara hindi,1,0,1,0,"Product: ""maganda yun eyeliner"" ,""yung mascara hindi"" Price: ""for its price"".",,,
771,good matagal lang dumating pero okay na delay yung sound pag nag lalaro chinese yung nasalita pag pumili sa game mode or music mode overall okay naman at nagagamit sana tumagal,1,1,0,0,"Product: ""delay yung sound pag nag lalaro chinese yung nasalita pag pumili sa game mode or music mode overall okay naman at nagagamit sana tumagal"" Delivery: ""matagal lang dumating pero okay"".",,,
772,sobrang na excite ako dito sa parcel na to to the point na nung dumating hindi ko na navideohan inopen ko na agadbut i was disappointed hindi gumagana yung isa tapos ang ingay pangayon lang ako nagka experience ng ganto sa shoppee,1,1,0,0,"Product aspect: ""hindi gumagana yung isa tapos ang ingay"" Delivery aspect: ""nung dumating hindi ko na navideohan"".",,,
773,ok na sana eh kaso diskompyado aq dto sa isang pair magkaiba ng design hays,1,0,0,0,"Product aspect:""magkaiba ng design hays"" (design inconsistency).",,,
774,ok ok na sana 2nd order ko na to pro sablay na mali lng pinadala na size 3xl order ko 2xl ang dumating sobra pa tagal di ko tuloy magamit haaayst sayan lng,0,1,1,0,"Delivery aspect: ""mali lng pinadala na size 3xl order ko 2xl ang dumating"" Price aspect: ""sayan lng"".",,,
775,mabilis uminit few seconds umiinit na agad yung unit on off nalang does the job kaya 3 stars sana magamit ng matagal,1,0,0,0,"Product aspect:""mabilis uminit few seconds umiinit na agad yung unit"".",,,
776,ok naman kaso may typo mali yung spelling ng smoke removalnakakaduda tuloy kung original ba yung item kahit sa shopee mall bumili,1,0,0,0,"Product aspect: Questions originality ""mali yung spelling ng smoke removalnakakaduda tuloy kung original ba yung item"".",,,
777,yong square pants ang ganda ng tila nya malambot malamig za balatwhite shirt manipis pala xa pero mgnda na tila nmantama lang dn ung jogging pantssana mgtagal za pe ng anak qsakto lang ung tila nila za price hehethank u po sellermganda isuot kz malamig sa balat,1,0,1,1,"Product:""ganda ng tila nya malambot malamig za balatwhite shirt manipis"" Price: ""tama lang dn ung jogging pantssana mgtagal za pe ng anak qsakto lang ung tila nila za price"" Service: ""thank u po seller"".",,,
778,none di masyadong nagmamark so thin talagaseller unresponsive they sent me a product na walang laman thank u manong rider,1,0,0,1,"Product aspect: ""di masyadong nagmamark so thin talaga"" Service aspect: ""seller unresponsive they sent me a product na walang laman"".",,,
779,thin hindi sya yung order ko violet black dumating,0,1,0,0,"Delivery aspect:""hindi sya yung order ko violet black dumating"" (wrong item)",,,
780,not so good dahil sa battery life oka namn sya maganada kaso madaling magbawas ng battery life madaling malowbat kaka charge ko palang po wla pang 1hr lowbat nah partida hindi ako naka data or wifi sine set up ko palang,1,0,0,0,"Product aspect:""madaling magbawas ng battery life madaling malowbat kaka charge ko palang"".",,,
781,good it was different from what i ordered im waiting for it pa naman but its fine everything is good about it,0,1,0,0,"Delivery aspect: ""it was different from what i ordered"".",,,
782,good received product today kaso may crack nga lang yung gilid i dont know kung delivery to galing hindi ko naman siya binagsak ipapangregalo ko pa naman sana to sa tatay ko,1,1,0,0,"Product aspect: ""may crack nga lang yung gilid"" Delivery aspect: ""received product today"".",,,
783,nag overheat po sya kapag uminit na titigil bigla mag function need pa ipahinga before ule magamit mabilis din uminit pero strong yung sunction nya,1,0,0,0,"Product aspect:""nag overheat po sya kapag uminit na titigil bigla mag function need pa ipahinga before ule magamit mabilis din uminit"".",,,
784,good ok naman siya kasu parang ang sensitive nya pag na sa ears na siya pag bigla mong nahawakan or na touch man lang bigla nalng nag tu turn off yung music meron syang sense of touch hahaha,1,0,0,0,"Product aspect: Mentions the sensitivity of the product ""sensitive nya pag na sa ears na siya pag bigla mong nahawakan or na touch man lang bigla nalng nag tu turn off"".",,,
785,ang nakalagay ay 10m pero 5 meters lang pala ang dumating nalaman lang namin nung ikinabit na kasi maikli lang ang napaglagyan ubos na isang roll 5meters lang pala sa susunod be honest sa details ng products nyo maraming salamat,1,0,0,0,"Product aspect: ""ang nakalagay ay 10m pero 5 meters lang pala ang dumating"" (mismatch in advertised length).",,,
786,3 functional long yung stand but it has dents and lala nung dent nung isang paa niya so ill give this a score of 35 because it is functional naman may dent lang talaga,1,0,0,0,"Product aspect: ""but it has dents and lala nung dent nung isang paa niya"".",,,
787,3 stars only may kahinaan ang sounds ng earphone mejo not satisfied pero ok na din,1,0,0,0,"Product aspect: ""may kahinaan ang sounds ng earphone"".",,,
788,the packing was ok na sana pero may gas2 yung item at may yupi yung extra filter baka sa courier sana mag tagal,1,1,0,0,"Product aspect: ""may gas2 yung item at may yupi yung extra filter"" Delivery aspect: ""packing was ok na sana"".",,,
789,good first time ko omorder dtonagustuhan ko agad,0,0,0,1,"Service aspect: ""first time ko omorder dtonagustuhan ko agad"".",,,
790,wrong color yung binigay pink order ko black ang pinadala,0,1,0,0,"Delivery aspect: ""wrong color"".",,,
791,good goodz naman siyaa kaso yung sound quality medyo hindi okay pero goods siya sa price niya na ganoon,1,0,1,0,"Product aspect: ""yung sound quality medyo hindi okay"" Price aspect: ""goods siya sa price niya na ganoon"".",,,
792,with issue disappointed ako sa isang tumbler kasi hindi nag open ung flip cover nya unlike nung isa na pag pinisil ung lock mag bubukas na si seller hindi na rin nagreply nung may problem na dapat ung refund policy dto sa shopee ay ibalik kc pag may deffect ang,1,0,0,1,"Product aspect: ""hindi nag open ung flip cover nya"" Service aspect: ""si seller hindi na rin nagreply nung may problem"".",,,
793,walang essential oil na kasama nawawala yung string sa dulo,1,0,0,0,"Product aspect: Mentions ""walang essential oil na kasama nawawala yung string sa dulo"" (missing parts).",,,
794,sir ask ko lang panu po makkita yung mga dust sa sweaping robotthanks,1,0,0,0,Product aspect: Question about how to see dust in the robot.,,,
795,goods sana kaso wla yung nilalagay sa ilalim ng straw yung excited mu nang gamitin haysss dissapointed to the max dito aq nag order kasi ang ganda ng mga review ehh how come na sakin lang 2 nangyari haiiii,1,0,0,0,"Product aspect:""wla yung nilalagay sa ilalim ng straw"".",,,
796,thick fabric di talaga masyado nakahide ng bilbil kasi pagfit ko ganun padin walang pinagkaiba yung sa pagkapack din hindi siya neat tingnan dahil sa isang item na walang sariling lalagyan,1,0,0,0,"Product aspect: ""thick fabric di talaga masyado nakahide ng bilbil kasi pagfit ko"".",,,
797,ok nmn po cia pero d po cia masyadong natuwid ang buhok pero nrin tnx seller at kay kua rider tnx po,1,0,0,1,"Product aspect: ""d po cia masyadong natuwid ang buhok"" Service aspect: ""tnx seller at kay kua rider tnx po"".",,,
798,im so sadkc tatlo binili pare pareho ng kulay dapt assorted color lang sana,0,1,0,0,"Delivery aspect:""tatlo binili pare pareho ng kulay dapt assorted color lang sana"" (wrong color)",,,
799,its okay okay yung waistline niya but the leg holes are tight hindi masyado stretchable yung material kaya medyo masikip sa legs yung logo rin poorly made siya kasi kakarating lang literal ngayon pero natatanggal na siya,1,0,0,0,"Product aspect:""leg holes are tight hindi masyado stretchable"".",,,
800,my not okay purchase so far at first gumana naman sya pero like mga ilang hours nawawala pero okay na ulit thank you parin,1,0,0,0,"Product aspect: ""gumana naman sya pero like mga ilang hours nawawala"".",,,
801,item received in 3 days kulang sa balot nag leak ang ulan sa packaging basag din yung ring light buti na lang nag function pa nakupi din yung tripod medyo konting effort po sa wrapping,1,1,0,1,Product: ring light is broken; Delivery: Lack of packaging, took 3 days to arrive; Service: Request for effort in wrapping,,
802,1010 thank you sender mag order sa susunod,0,0,0,1,Service: Customer expressing gratitude.,,,
803,ok lng naman pero may crack yung ilaw kasi packaging was not good sana ayusin ni seller ang mga next na parcel nya para walang na cra crack,1,0,0,1,Product: Cracked light bulb; Service: Suggestion to seller to improve packaging to avoid item damage.,,,
804,sakto lang ok nman sana pero ayusin nlng po sna ang cutting nxtime hndi po kc pantay,1,0,0,0,Product: Suggestion on improving the cutting to be more uniform.,,,
805,thank you seller at mabilis dumating pero ung inorder ko na kulay d yn ang dumating pero tama nman ung sizeung kulay lng ang mali,0,1,0,1,Delivery: Fast arrival; Service: Inconsistent Color received and the seller gets a thank you;,,,
806,sakto lang yung quality reasonable price you get what you pay for bili ka na lang ng mas mahal kung hanap mo mahandang quality honest review,1,0,1,0,Product: Quality is sufficient; Price: It has a reasonable price.,,,
807,nareceive ko ung item  yupi ung plastik  then ung saksakan d nagana kya ung sa tv plus na adaptor gnamit ko  ayun okey nmn bukod sa sira ung adaptor,1,0,0,0,Product: Damaged item and dysfunctional adapter,,,
808,para lang siyang water medyo matagal siya dumating pero sulit nadin siya para sa presyo niya ayun nga lang medyo nadisappoint lang talaga ako kasi sobrang iba yung amoy niya pero thank you parin po,1,1,1,0,Product: quality and smell; Delivery: Slow; Price: Worth it;,,,
809,okay a bit fit for me akala ko kasi yung xxl size is for men for women siguro pala parang medium kase na pants na nabibili ko sa labas pero goods naman,1,0,0,0,Product: The size is a bit fit.,,,
810,yay okay naman yong tablet mahina lang sounds at madaling malowbat hindi gumagana yong charger na binigay i am trying to contact yong seller kaso di na ko nireplyan,1,0,0,1,Product: Tablet with weak sounds, charger is not working; Service: Trying to contact the seller but didn't get any reply.,,
811,magingat one star lang to dapat nga zero minsan lang din ako magcomment xd damage ung box damage ung mouse  parang lego ako magbubuo xd ganun pala yung surprise me  sobrang mystery pouch xd sana 1 ruler na haba bubble wrap nlng  you made me smile in,1,0,0,0,Product: Damaged box and mouse.,,,
812,good mali po ung color na nabili ko gray ung order pink blue dumating kulang p ng straw ung isa di na siguro ako uulit sa shop nyo sorry di na ata ako kukuha p sainyo,0,0,0,0,Product: Not the right color,,,
813,manipis mabilis dumating ang product manipis siya maybe sakto lang para sa price niya xmpre kapag cheap lang ang bili we cant expect it to be a good qualitybut all in all ok lang im not disappointed naman i expected it to be that kind of quality,1,1,1,0,Product: thin, delivery: fast, price: worth it,
814,matagal 35 good quality nman cya but nd cya gaano ka lakas,1,1,0,0,Product: Good Quality. Delivery: It was slow,,,
815,maganda sana sya kaso maliit sakin sana pala bigger size inorder ko,1,0,0,0,Product: It is good but small for me.,,,
816,ang order ko 6bench at 6 hm puro bench ang dumating at ang size mejo maliit hindi tulad sa boxer briefs na ok ung size,1,0,0,0,Product: It is a boxer and wrong size,,,
817,okay naman poyong packaging hindi masyado na pack pagdating medyo nasira na yong box hihi btw thank you po naka 2 order na ako,0,1,0,0,Delivery: Not well packed,,,
818,dumating na pala ang parcel ngayon lng ako naka pagrate medyo bz langiba yung nilagay sa picture at ang item na na receive ko black and whitedapat seller papalitan nyo ang pictureipakita mo yung tutuo,1,1,0,1,Product:Different from what's in the picture; Service: Suggesting to seller to change the picture to show the actual item.,,,
819,yung cloud hindi totallying amoy talaga ng cloud ng orig but okay n diko naman masisi coz tig 69 pesos lang sya,1,0,1,0,Product: The scent is not totally the original one; Price: Only 69 pesos so it is okay.,,,
820,iba ang connection nilnag dalaw di sila work sabay huehue,1,0,0,0,Product: The connection doesn't work for both,,,
821,ganda niya good quality,1,0,0,0,Product: It is good and has good quality.,,,
822,may prob sa pindutan may d natatype ok n sana pero d naman nagtatype ung ibang letra,1,0,0,0,Product: problem on buttons,,,
823,complete wipes naman ang dumating sa sobrang siksik sa pagkalagay sa parcel nagtubig siya see videos mura lng din pagkaorder ko,0,1,1,0,Product: wipesDelivery: parcel packed to tight it cause it to leak Price: Cheap so it worth it,,,
824,i just received it today the items are good however yung black is maliit sakin kahit na size 9 na sya malapad din kasi paa ko thats why yung white maganda and kasya ko sya since maluwang yung strap nya,1,0,0,0,Product: Items are good but the size is small.,,,
825,kita yung wires doon sa dulong part tho nag charge naman siya,1,0,0,0,Product:Wires are visible.,,,
826,good delivery service it arrives naman agad its just that i got an item na damage or should say missing blade on one of the eyebrow trimmer,1,1,0,0,Product: Missing itemDelivery: Arrives agad,,,
827,tagali thought aabot sa pag alis ng kapatid kosa kanya dapat ito pabalikng new zealand,0,1,0,0,Delivery: tagali,,,
828,na disappoint lang ako dahil excited pa naman sana ako kaso pagkabukas ko basag and then walang bubble wrap sana binagyan kahit konti lang medyo mahina yung sounds,1,0,0,0,product:item came broken delivery:no bubble wrap so basag,,,
829,plastic the lenses are just plastic photochromic nga sya but the plastic are bending and its so malabo yea it worth the price but if youre looking for maganda na quality is go to another shop im sorry but just an honest revieww thanks its all good naman,1,0,1,0,Product:plastic lenses, malabo; Price:Its worth for its price.,,
830,haha di ko inexpect na sobrang nipis pala nya compared sa dati kong nabili e parang class c na lang ito correct item naman so still thank you,1,0,0,0,Product: sobrang nipis nya,,,
831,hindi sya kaamoy sa nabibili ko na ariana grande cloud haha pero pwde na sana tumagal ang kapit ng amoy,1,0,0,0,product: not original,,,
832,ariana inorder ko katy perry dumating huhuhuhu,0,0,0,0,mistake product,,,
833,desapointed ako sa size ang liliit pala 38 size ko pero 40 ang nagkasya sa paa ko hassle lang pag binalik at pinapalitan sayang lang charge sa jt dami ko pa naman order 7pcs,1,0,0,0,product:disappointed small size,,,
834,okay naman kaso maliit ang sizes or klase kahit nag adjust na ako,1,0,0,0,Product: sizes small,,,
835,light sana magtagal pero nice sya hindi sya nag leak see the pic iba ung nasa picture hehe akala ko 2 liters pero ok na din thanks,1,0,0,0,Product: It is good and nice.,,,
836,worth it medyo matagal lang dumating,0,1,1,0,Delivery: medyo matagal Price: worth it,,,
837,manipis lang ung bra di bagay sa mga flat chested kagaya ko ahahaha,1,0,0,0,Product: manipis ung bra,,,
838,hindi responsive ang seller nakailang chat na ako pero ni isang reply wala more than two weeks bago dumating ito pinakapangit na experience ko sa shopee,0,1,0,1,Delivery: more than two weeks Service: hindi responsive,,,
839,good akala ko same sa picture green yungf cap then purple sa bottom but its all good,1,0,0,0,product:color not the same,,,
840,910 maganda sya no damage nakaka dismaya lng si seller di man lng dinoble check bago ipa ship at nag iwan ako ng note na paki double check bago ipa shipp kung tama ung size at color kaso ending maling size pinadala nila size 28 order ko 26 dumating hassel,1,0,0,1,product:maganda sya no damage Delivery:maling size pinadala nila,,,
841,sa bubble wrapping pa lang napansin ko agad na too thin for fragile items may basag ang ringlight although umiilaw naman then yung stand hindi naeextend yung isang paa so pinaayos ko pa i dont think dahil sa delivery yung defect sa stand ha pero yung basag sa ringlight pwede,1,0,0,0,Product: The bubble wrap is too thin then has basag ringlight.,,,
842,bra is quite big yung straps naman masakit pag i connect sa na sa bra hindi eksakto yung placement ng locks sa bra,1,0,0,0,Product: The bra is quite big and the straps are masakit.,,,
843,mejo mabilis lng sya matangal pero okey nmn sya maganda at hindi nakakadry ng lips,1,0,0,0,Product: Mejo mabilis lng sya matangal pero okey nmn sya maganda at hindi nakakadry ng lips.,,,
844,okay nmn working sila may amoy nga lang syamabuti wala damage wala kasi sua bubble wrapok din dumating agadthank you,1,1,0,0,Delivery: working, ok dumating agad,Product: working may amoy and no damage,
845,last time na nag order ako nitong jogging pants sukat naman sakin lahat pero ito maliit ang 2xl na black at khaki yong light gray lang nag kasya sakin buti nalang pinsan ko gagamit nito kasya sa kanya lahat,1,0,0,0,Product: Different sizes received from the actual ordered.,,,
846,mali ung pink na binigay sakin hindi sya 10 ribs ung 8 ribs lang im so disappointed,1,0,0,0,Product: Incorrect item received.,,,
847,ok lang din uhm expected ko naman na hindi siya ganon ka ganda dahil nga mura siya and nagagamit naman siya ng maayos,1,0,1,0,Product: okay lang din Price:  dahi mura siya nagagamit ng maayos,,,
848,basag ang salamin paano magagamit so disappointing sayang pera,1,0,1,0,Product:basag ang salamin Price: Sayang pera,,,
849,products were delivered right away however they are a bit dirty though okay naman yung quality since super affordable,1,1,1,0,Delivery: delivered right away Product: super affordable,,,
850,good okay naman yung item well packed and good condition ang issue ko sa items na narecieve ko ay magkaparehas na design magkaparehas na items yung narecieve ko 2 mouse pad na naruto and sasuke ang design,1,0,0,0,product:Okay good well packed ang good condition,,,
851,okay naman sya though tagal nya matuyo under uv light compare to other brands buti nalang ibang brand ung top coat ko kaya mabilis nag okay,1,0,0,0,Product: okay,,,
852,mahina po ang speaker anyhow magagamit pa rin kaya salamat po,1,0,0,0,Product: mahina speaker,,,
853,the jogger was thin sakto lng sa price pero stretchable sya mabilis mature pglabhan yung jacket nice quality mkapal ang tela,1,0,1,0,Product: thin pero stretchable and worth the price,,,
854,parang may pagka oily sya pag inispray sa katawan di ko magets bakit amoy plastic sya siguro sa packaging nya di din sya ganun kabango well what to expect din nman kasi mura lang nman din sya pero sana wag nman amoy plastic just saying,1,0,1,0,product:may pagka oily Price:mura,,,
855,item was shipped and delivered fast gumagana din kaso may sira as you can see in the picture next time pakicheck po ng maayos bago ipadala salamat,1,1,0,1,product:item gumagana sira Service:Next time pakicheck po ng maayos bago ipadala,,,
856,order recieve na po ok naman sia pwd na kaso manipis lng sia pero pwd na din po slamat pinagdagdag ko lng sa kulang slamat,1,0,0,0,product:order recieve sia ok pwd manipis,,,
857,okey sana ang items niyo maganda ang quality kaya lang 2 times na ako nagpadeliver maling kulay at maling design pinapadala niyo sana nman kung anong design at kulay inorder sainyo ganun din ang ipadala niyo,1,0,0,1,Product: maganda quality Service:maling kulay at maling design,,,
858,mali ung isang item na binigay ni seller although goods naman ung ibinigay nia bagong bago naman kaso dq na magagamit ung pacifier madami na kse ngipin c bebe  pero okey lang thank u parin sa seller,0,0,0,1,wrong item but still thankful,,,
