Review #,Review,product,delivery,price,service,,,,,
704,dapat ang rating dto 00000 angganda ng order ko dumating madam naman maayus ang bayad ko po bakit need nyo mag ganito ng order pag wala kang ganyan item wag mona po pilitin kasi sayang naman po ang pera na binabayad sa order worst order in the shoppee ang pangit,1,0,0,0,,,,,
705,hnd maganda yong item ayaw gumana pindutan for return hnd nabalikan ng pick up hanggang sa hnd na return,1,0,0,1,,,,,
706,super tagal ng ship out nung 1111 ko pa inorder almost 1month na dko na naabutan nakaalis na qnaiwan don sa kapit bhay nmin ang parcel  seller is not responsive,0,1,0,1,,,,,
707,manloloko yeezy slides order ko hinabol ko pa isang order ko pra kay misis kc gusto nya dn daw mag karoon ng slides pero dumating potek pang bahay na pwedeng basain tigas pa ng rubber nag kakalyo pa paa ko sayang pag hihintay ko ng almost 2weeks haist,1,0,0,0,,,,,
708,very poor service ang seller 2pcs inorder ko at binayaran ko isang piraso lng dumating ni walang feedback si seller kahit nireport ko na mag ingat sa pag order sa shop na ito di marunong mag feedback kun bakit isa lang na piraso pinadala di nako uulit umorder,0,0,0,1,,,,,
709,size 41 inorder ko pero prang size 39 lang liit ng size,1,0,0,0,,,,,
710,nayupi yupi na yung product and may mga scratches and di din naka pack ng maayos parang basta nalang okay yung light mismo,1,1,0,0,,,,,
711,do not order used this for about 15 mins only and that was enough to decide that theres no point in using this any longer it heats up fast and mabigat siya okay lang sana kung totoong nakakalinis kaso puro ingay lang walang suction sobrang hina ng vaccum hindi nakakalinis,1,0,0,0,,,,,
712,ive ordered fucking phone last oct 28 2021 but just in a few days hindi na sya nagbukas i asked the seller what is the best way to do with this since 4 to 5days pa lang naman sakin nungt nagchat ako about sa concern ko,1,0,0,1,,,,,
713,not good order ko purrleblue dumating black wala manlang pasabi ung seller na black ang ipapdala niya hindi maganda omorder dito mali ung ibinibigay nila hindi na ako uulit dito,0,1,0,1,,,,,
714,plastic picture not related pero mali ang kulay na deliver sakin  ung isa tama white ung isa pink ang order ko green ang dumating nag pm ako kay seller sinabi ko na pink at white sana pero mali padin ewan ko kung alin ang d tama sa inorder ko,0,1,0,1,,,,,
715,kulang yung nilagay ng seller na items dumating lang yung bows and clips but not the aluminum foil tape i tried messaging them pero hindi nagrerespond,0,0,0,1,,,,,
716,ganito ung box nya pagdating pero ok naman ung item nagamit q nman magaan nga lng xa masyado parang plastic lahat pero ok na rin for the price sana magtagal xa kahit 6 months,1,1,1,0,,,,,
717,galing sauna bigla na lang di gumana ambilis nasira nakakaloka eh habang ginagamit ko bigla na lang tumigil like what the pinalitan ko battery pero wala di pa din naayos nakakaloka,1,0,0,0,,,,,
718,di pa nasubukan kulang ung item wala ung pinaka dulo ng straw para maka sip ng water contacted the seller wala namang ginawa sayang lang pagbili huwag na lang bumili sa shop na ito un lagi ang mali kung hindi man incorrect items at missing items naman sa orders,0,0,0,1,,,,,
719,chinachat si seller hindi nag rereply hindi gumagana yung isang fan kasi wlang elese hindi nyo ba chinicheck bago nyo ipadala i do not recommend this shop nasayang lang ang pera at na disappoint yung anak ko walang kwenta,1,0,0,1,,,,,
720,pangit ang tagal na nga ideliver ni seller amoy alcohol pa such q waste of time and money,1,1,0,0,,,,,
721,im very disappointed with my purchased hindi kumpleto wala yung maliit na fan saka maliit na panel ang ibinigay ayosin nyo naman serbisyo nyo nag babayad kami ng tama nakakadismaya excited panaman ako at ito yung una kong order sa gamit ang spaylater,0,0,0,1,,,,,
722,mali naman yung kulay na pinadala gray order pinadla pam babae pabo sususot ng baby kuyon pang girl,0,1,0,0,,,,,
723,next time paki bubble rap ok nasasayang ung pera ng customer like this itatapon ko lang dahil kalatkalat at sira na,1,1,1,0,,,,,
724,hindi 116 inches manloloko ang seller di naman 116 inches wala pang initial na charge paano ma test upon delivery disappointed ako dito shopee tagal pa dumating 7days kala mo tawid dagat eh manloloko ito iba pinapadala promotion lang nila 116 inches hindi na ako uulit dito,1,1,0,1,,,,,
725,napakawalang kwenta dto sa shop na to antagal na nga iship yung items di pa marunong mag update yung seller and worst sira pa yung mga items,1,1,0,1,,,,,
726,good thank you po seller at sa kua rider nagustuhan ko ang product nyo sakto s paa ko at tama lng sa presyo satisfied here god bless po more costumer,1,0,1,1,,,,,
727,palpak mga size huhu pero thank you pa din kasi complete,1,0,0,0,,,,,
728,ok lang naman yung product soft siya sa paa kaya lang hindi siya kamukha nong sa picture atsaka malaki rin saakin size 39 ako kay ang inorder ko 39 pero maluwag siya dapat pala 38 nalang inorder ko,1,0,0,0,,,,,
729,medyo may mabahong amoy etobg pure seduction unlike sa ibang shop na nabilihan ko,1,0,0,0,,,,,
730,2nd order kakaonti wala pa sa kalhati ng kwarto,1,0,0,0,,,,,
731,not so good i received my order but not as good as i expected mabilis din siya malowbat pero ok lang sa 3800mah na battery niya yung screen din niya nag iiba siya ng color nag request ako ng refund pero di nman na pick up ng gogo kaya pinagamit,1,0,0,1,,,,,
732,sana may kasamang battery or sana may tinda silang battery para sa device di kasi matry hahanap pa hassle,1,0,0,0,,,,,
733,nice the item was delivered fast complete and well packedbut hindi sya nakalgay sa carton gaya ng nasa sample pic nilasana kung ano ung pic ganun din ibigay para mganda tingnanpangregalo kasi,0,1,0,0,,,,,
734,3 star lang kasi wala namang pang usb charger parang 2 in 1 lang to walang usb sa taas ng humidifier ok naman sya working oero walang usb sa taas nya,1,0,0,0,,,,,
735,maganda sana kaya lang may butassana sa susunod na may oorder check muna ni supplier yong item,1,0,0,1,,,,,
736,one mystery box and one mystery pouch inorder ko sira ang nakuha kong gamepad nakakadisappoint okay naman ang mouse di ko palang na try,1,0,0,0,,,,,
737,same color  random nga pero di man lang pinag iba ang color,0,0,0,0,,,,,
738,nakabubble wrap pero sobrang loose nung pagkakawrap i was expecting na nakabukod mg bubble wrap yung mismong ring light kaso hindi nakaplastik lang sa loob ng kahon buti hindi nagkaron ng dent kahit may mga hard material inside d box like d phone holder yupi rin yung isang stand,1,1,0,0,,,,,
739,not good bakit naman tumagos na hanggang sa pagkabalot ang basa haysss ano ba naman baka paggamit nito tuyo na ngayon lang ako nag order na ganito ang dumating dati naman maayos,1,1,0,0,,,,,
740,may dumi lang bat maganda thank you bella,1,0,0,0,,,,,
741,not good its rubber and cheap kaya expected na ang quality is similar to the slippers we buy sa market ang kaso lang ay marumi ang product dirt wasnt removed from using alcohol sana matanggal pa pag ginamitan na ng sabon na very hassle kasi di naman ito thrifted,1,0,0,0,,,,,
742,bilis shipping at nakabubble wrap safe ung item ang kaso apat inorder ko pero iisa lang kinalabasan na kulaylahat pink,0,1,0,0,,,,,
743,manipis ung tela ng terno na nabili ko ngayon marami pa naman akong nabiling terno at parang di cotton ito pero ganon pa man salamat kay seller at kay rider,1,0,0,0,,,,,
744,maganda naman kaso mabilis syang malowbat mga 1hour lang kinaya nakita ko kase sa comment section e 6 to 12 mako cover nya yung pasok ko pero maganda naman yung nga lang mabilis talaga ma lowbat,1,0,0,0,,,,,
745,working 100 kaso may yupi na yung front cover nung dumating  so 35 back to you guys,1,1,0,0,,,,,
746,isang violet lang na recieve tama naman sizes keep safe to all riders,1,0,0,0,,,,,
747,dalawa earphones binili ko yung isa di gumana ang basag po yung finger sleeves ok naman po may isa manipis,1,0,0,0,,,,,
748,wrong color i ordered nude but i received what looks like an orange color mas dark sya sa nude which is yung hindi naka plastic i ordered that before i dont like the color im not sure if ill wear this,0,1,0,0,,,,,
749,sa texture parang nabawasan din yung pagka oil based niya ibang iba talaga yung mga nauna niyong benta,1,0,0,0,,,,,
750,medyo iba yung itsura niya dun sa picture sa ads mas makapal yung nasa picture at parang pininturahan lang ng kulay black sa heels para makopya yung product mukhang imitation lang,1,0,0,0,,,,,
751,kala ko naka pouch hehe d na nag abala pa wala na excitement ko hehe pero oks naman for the price,1,0,1,0,,,,,
752,35 walang bubble wrap nabutas ung pouch kaya ung handle puros gasgas color is also lighter than advertised manipis din ung tela,1,1,0,0,,,,,
753,not that good one brush was not working thank you so much sa rider ang bilis ng delivery,1,1,0,0,,,,,
754,810 kinaibihan lang magaang siya unlike sa ibang nabili kong univ pen for ipad i thought lang na magnetic yung takip nya all over cheaper price good quality naman,1,0,1,0,,,,,
755,910 quality same size lng din yung inorder kong 2l  hindi pa nagrereply ung seller,1,0,0,1,,,,,
756,usually size 8 talaga ako kaya inorder ko 3839 ang kaso parang size 7 lang siya medyo maliit sakin,1,0,0,0,,,,,
757,its working naman pero slightly open ung item malapit sa charging port mejo yupi din ung box upon receive i thought hindi na gagana pero buti nlng din gumana prin,1,1,0,0,,,,,
758,goods nadissappoint lang ako kasi gusto ko talaga brown pero dumating black wit na wit pero keri naden wala na magagawa ayun na binigay ni seller ehh,0,0,0,0,,,,,
759,3 kasi di sya parehas ng lakas ng sound masmalakas ung kaliwa kesa sa kanan pero ayus naman nc seller,1,0,0,1,,,,,
760,ok sana kaso may damage may tahi in front mukha nabutas den tinahi bakit nmn may damage ang binigay makikita nmn agad un kc nasa harap 1st time mag order sa shop bka never na bumili,1,0,0,0,,,,,
761,she is beautiful i feel good magada sya pero yung color mismong salamin color green sya at kahit wala sa araw color green parin sya,1,0,0,0,,,,,
762,okay na sana fast delivery and packed properly the bad side is that it has a wrong information sa product description ang sabi ay rechargeable and the keyboard comes with a lithium battery however the keyboard itself is just battery operated,1,1,0,0,,,,,
763,packaging is good naka bubble wrap pero may defect lang yung isa yung mismong chord ng lights natanggal kaagad,1,1,0,0,,,,,
764,ok naman kaso sira ung isang payong na dumating sana double check muna bago iship,1,0,0,1,,,,,
765,next time please check the item before shipment all working but may kalawang yung cable for computer table,1,0,0,1,,,,,
766,fast delivery but got the wrong color ordered black but got the light gray instead is there a way to replace this without shipping cost,0,1,0,0,,,,,
767,yuping yupi yung box  baka sa courier nato nagka aberya kaya ganyan pero sana initiatives na ng seller na ganyan mangyayare at sana pina secure agad packaging kaya 3 star lang tinetest ko pa kung matagal maubos pag nka 3  so far all goods naman mukang matibay sulit,1,1,0,0,,,,,
768,maganda yung products kc c rider n mona ng chat o nag message kung darating na yung parcel,0,0,0,1,,,,,
769,oky naman antagal ng shipping dzae it takes 2 to 3 weeks bago dumating,0,1,0,0,,,,,
770,its not long lasting 30 minutes siguro wala na or 20 second di sya amoy cloud may nabili akong 100 pesos na oil based din sa bangketa lang and mas maganda pa yon 24 hours mabango,1,0,0,0,,,,,
771,maganda sya kaso maling kulay yung dumating violet inorder ko tapos kulay pink ang dumating pero oks,0,1,0,0,,,,,
772,5 star sana e kaso sa pasaway na rider na unang humawak ng parcel ko yung 2nd rider medyo pasaway din kasi gusto pa ipagpabukas yung deliver kahit nasa area na sya kaya ako na lang nag effort na makipag meet up sa kanya dun mismo sa hub anyway 3,0,1,0,0,,,,,
773,ok naman yung item you get what you pay for mejo na disappoint lang kasi walang fragile tag tulad ng nirequest ko may scratches yung light pero gumagana kaya pwede na din,1,0,1,0,,,,,
774,ok naman yung pants maganda sya but when it comes to t shirt mali yung na deliver na color then mas manipis sya di si seller nag send ng pic before ship out nag msg ako para double check pero mali pa din,1,1,0,0,,,,,
775,may pagka alcohol yung amoy tapos parang may goma na amoy lalo yung vanillas idk di ko ma explain amoy nilang tatlo pare pareho konti lng difference but its good na for 78 pesos may 85ml ka na oil based perfume pero if ur looking for a perfume na head,1,0,1,0,,,,,
776,not satisfied ang daling malobat wala pang 7 mins lobat kaagad ang tagal icharge hindi cya mkalinis pero may konting fur ng aso nakuha,1,0,0,0,,,,,
777,bad sana di na lng sila ng benta real budol talaga ang ganda sa pictures pag dating ang pangit ng quality ng materials malalaman mo talaga na cheap pero anong ma eexpect mo sa 188 lol worst is hangang 4 mins lmg ata low bat na so beware sorry sa,1,0,0,0,,,,,
778,got it magsnda po siya tsaka affordable,1,0,1,0,,,,,
779,45 masarap sa paa its nice but i dont think the sizing is correct add 1 or 2 sizes,1,0,0,0,,,,,
780,good quality nmn sya kaya lng next time paki ayus po kasi yung product dumating dto na gupi gupi then may gisi na yung lalagyan,1,1,0,0,,,,,
781,ok a parcel everyday keep the sadness away a parcel everyday keep the sadness away yay  more budol in 2022,0,0,0,0,,,,,
782,3 star lang wrong color e,0,1,0,0,,,,,
783,complete order arrived so far gumagana naman siya kaso nga lang hindi secured pagkakabalot mabuti nalang at wala siyang yupi thank you seller at sa rider na nagdeliver godbless,1,1,0,0,,,,,
784,manipis d gaaning na press tyan q need q yong medyo stronger na binder thanks,1,0,0,0,,,,,
785,nice item is well packed lumalabas yung lamig nya sa takip sa cover kaya di sya ganun ka vacuum insulated,1,1,0,0,,,,,
786,1010 hindi siya 10 meters misleading sa description palitan nyo yan para sa mga nag susukat di pwede yung kulang ang inyong ipapadala thanks okey sana pero mali ang sukat,1,0,0,0,,,,,
787,okay naman sya u get what u pay hindi masyadong nagana ang remote sana tumagal buhay nito pasensya na tropa akoy na late si jokjok aking ka date jok wag kang magalala pag ako kasama mo safe na safe,1,0,1,0,,,,,
788,nakaka disappoint nag bleed ang dye ng black na bra nude color doesnt look like nude more like tan siya whereas old rose looks like dark purple,1,0,0,0,,,,,
789,good okay namn po siya mali lang ng kulay yung binigay pero over all po goods naman salamat po,1,0,0,0,,,,,
790,may lag yung response niya cute size pala to manipis and di yon maganda kung matagalan ang gamitan akala ko mejo makapal naman siya kahit papano bawi naman sa appearance cute lang,1,0,0,0,,,,,
791,nice cute ang lalagyan pero mabipis kable merong mga mas mura pero makapal naman ang materials thank you,1,0,0,0,,,,,
792,not so good item received in good condition delivery time was fairly good however the sizing is off para sa xl also yung tela makapal hawakan but manipis lang talaga as shown in the video i shared and parang madaling mapunit i hope hindi naman sana neat naman stitching,1,1,0,0,,,,,
793,thank you shopee thank you seller  deformed ung green hayyys ok na sana e now lang ako nakaorder dto na may deformed ung bra ang dame ko na naorder na bra s shop nato ngaun lang may deformed so sad sana s nxt order ok na lahat,1,0,0,0,,,,,
794,good thank you thank you thank you gumagana na nman linagyan kona ng battery pero di koa na try na try ko lang ang linagyan ng batterysalamat shoppe naka buble wrap siya cesured ang packing,1,1,0,0,,,,,
795,good quality pero maling item yung isang pinadala,0,1,0,0,,,,,
796,good quality magaan  comfy sa paa item shipped immediately very affordable wellpackaged accommodating seller,1,1,1,1,,,,,
797,good makapal nman po tela niya kaso po yung print po may na babaklas po agad at naka tupi ang iba lalo na po sa part ng h at a,1,0,0,0,,,,,
798,dumating n cya knina ok nman un pgkapink nya d cya masyado dark or depende nlng s pglagaydq p natry kung long lasting tank u,1,0,0,0,,,,,
799,thank you okay naman sya di lang ganun kalakas ang hangin pero pwede na po order ulit ako,1,0,0,0,,,,,
800,i give this only 3 stars im not satisfied kasi dahil parang bumili ako ng tag 100 pesos di siya accurate sa review na nababasa ko dito mabilis siya mawala as in parang dumaan lang yung amoy then after ilang minutes wala na maganda lang yung lalagyanan,1,0,0,0,,,,,
801,may damage po yung dumating sakin,1,0,0,0,Product had damage,,,,
802,710 it is functioning di ko pa nattry kung nagchacharge but sa quality ng sound is basag sya pero pwede na rin pagtyagaan lol,1,0,0,0,Mentions sound quality is poor,,,,
803,kala ko buong charger cord lang pala wala yung charger head  di ko pa na try kung ok  well pack nmn and no damage,1,0,0,0,Missing item,,,,
804,ok na rinkaso maluwang sakinfeeling ko mahal xa para s price nyasalamat na din kc mabilis naman naideliver,1,1,1,0,Delivery was fast but price is expensive for the quality.,,,,
805,910 i thought it was 10 meters but sad to say 5 meters lang pala e replace nyo naman sa 5 meters ang description para walang umasa but anyway salamat parin kasi ang bilis dumating,1,1,0,0,Product length is incorrect but fast delivery,,,,
806,hindi tinupad ni seller request ko na iship inside a box but its very nice and comfythanks seller,1,0,0,1,Comfy product but service requested was not fulfilled.,,,,
807,good ok na sana kaso hindi na late na dumating yung items for almost 3 weeks ko na bago dumating sakin,0,1,0,0,Delivery was late,,,,
808,madali lang sya nasira kaka received ko pa lang after a few minutes nasira ka agad sayang ang pera huhu,1,0,1,0,Product easily broke and was a waste of money.,,,,
809,the light is not that bright maliit lang sya parang dim lang but its functioning,1,0,0,0,Product is not bright,,,,
810,hnd q na pinicturan naiinis aq may basag un salamin balot na balot nmn feeling q hnd nmn sya nabasag dhl sa rider alm ng seller na may basag n yon at dhl nga maliit lng go pa din pang exchange gift p nmn ng ank q,1,0,0,0,Product is broken,,,,
811,maybe good sa halagang p154 di gaano ka lakas yong bugang hangin,1,0,1,0,Weak product but worth its price,,,,
812,all goods kso anong purpose nng isang pen sa d nmn gumagana,1,0,0,0,Product is not working,,,,
813,wala namang extra ear cups,1,0,0,0,Missing item,,,,
814,nakakadisappoint yung earpods di gumagana di umiilaw pati pag chinarge di umiilaw parang laruan lng yata nareceived ko yung mouse di rin gumagana hayst edit ko po pag gumana na lahat,1,0,0,0,Product is not working,,,,
815,i know i am no longer able to return this item at first malakas sya after 2 days mahina na tapos ngayon may tumutunog na daw sa onoff button thankyou anyways nice product,1,0,0,0,Product not working.,,,,
816,maganda siya kaso ang tagal e deliver,0,1,0,0,Long delivery time,,,,
817,very good ok naman sana kaso may damage na di magpapatagal sa item makes the quality poor,1,0,0,0,Product has damage.,,,,
818,ok green was replaced with yellow without noticesana tinanong ako kung anong kulay ang gusto kong ipalit incase for unavailable colors sa purcahse ko disappointed,0,0,0,1,Incorrect color and lack of communication from seller,,,,
819,i thought it will be oversized for my size di umubra ang s 53 65kg ako eh yung size chart ng s equivalent sa size chart ng xl sa regular fit nag order ako ng regular fit sa kanila na xl sakto naman so choose at least 1 size larger,1,0,0,0,Size not accurate.,,,,
820,maganda naman po ang quality kaso maling sapatos po ang dumating i was expecting that it would look like po sa first picture,1,0,0,0,Wrong design.,,,,
821,ok nman sya magandakaso di kasya sakin dpat talaga add1 size  kc size ko 3637 pero maliit pala dpat 3738  hahais sayang yung order ko diko tuloy na gamit pero ok lang nag order nlng ako ulit sana tama na sa paa ko,1,0,0,0,Small size.,,,,
822,810 medyo amoy alcohol siya pero goods paden namn,1,0,0,0,Smells like alcohol.,,,,
823,kinda disappointed di kasi maayos pagkakabalot di katulad nung first order ko buti nalang di napunit yung plastic kungdi damaged talaga yung items,0,0,0,0,Poorly packaged,,,,
824,sobra palang nipis hindi katulad nung nasa picture ni seller at lukot lukot na nilagyan ko lang ng matigas sa loob kaya naka umbok baka sakaling mawala yung lukot,1,0,0,0,Quality is too thin and wrinkled,,,,
825,dis maya ako sa square pants sabi sa post challis daw pero di pala 1 star lang sakin,1,0,0,0,Wrong fabric,,,,
826,beagh medyo nkkainis lng kase first wear ko ayy nppasukan pla ng tubig di ko nman sya bnbasa ingay nya suotin,1,0,0,0,Leaking and noisy,,,,
827,complete naman ang items as ordered worth the quality as per price  mainit nga lang ung tela pag sinuot kahit medyo manipis,1,0,1,0,Hot and thin material.,,,,
828,fast shipment in just 3days naka rating agad na biliran province from manila ito lang muna rate ko for now ill have to check the durability edit this in few days,0,1,0,0,Fast shipping.,,,,
829,mdyo nalalayuan aq sa amoy sa cloud ni ag yung isa okay sya pag open kaso hetong isa may leak sa bote may nga oil sa paligid ng spray kaya sayang then tnry q punasan pero pag open q parang andun paren i dont know baka bote na problema,1,0,0,0,Leaking bottle,,,,
830,masyadong manipis di maganda pangflat although super fast shipping din in less than 3days natanggap agad ang parcel maayos din ang pagkabalot,1,1,0,0,Poor quality but fast shipping.,,,,
831,mali ang pinadala ni seller black n gray ang order ko naging orange ang layo ng kulay sa order ko and 2l po ang order ko bakit 11l lang to,0,1,0,1,Wrong color,,,,
832,hindi nmn ito ang kulay ng inorder ko  pero ito ang dumating sorry seller pero nakakadisappoint lng sana maging sana sa susunod maging maaus nmn,0,0,0,1,Wrong item,,,,
833,too small small size pero parang pang new born usa brand pa nakalagay di rin maganda quality kapag nababad sa ihi parang lumalabas yung laman nya na gel like material nakadikit sa pwet ng baby ko  hirap pa naman alisin may ilan din piraso walang garter yung waistband ambilis,1,0,0,0,Wrong size and bad quality,,,,
834,some of the product is one size smaller than the size indicated other than that the product is good makapal naman the seller also shipped it immediately,1,1,0,0,Smaller size than indicated,,,,
835,thank you selleralthough nd sia origpede na dnsana magtagalsobra haba nung video kaya iba nlagay kopero salamat na dn,1,0,0,0,Not original.,,,,
836,maayos 3stars lang kasi mali ung kulay na pinadala nila my order is pinklight blue pero ung dumating is orangebluethough will serve its purpose d na kinuha ng buyer ko dahil lang sa kulay,0,0,0,1,Wrong color,,,,
837,ang layo namn sa inorder ko bench tapos dumating hm plsss po paki sigurado namn nang inorder customer nyo tignan nyo po mabuti bagu nyo e balot mali2 po kasi bigay nyo ma order maganda sana tela sa ulitin siguraduhin nyo ang ino order namin kung sakto ba,1,0,0,1,Wrong brand,,,,
838,okay the sound is fine and madali syang malowbat yung freebie is useless,1,0,0,0,Battery life and freebie useless.,,,,
839,ang liit pala nya and mahina sya so a bit disappointed medj matagal din shipping since overseas sya so understandable naman,1,1,0,0,Small and weak,,,,
840,sayang maganda sana quality pero ang liliit ng sizes  medium ako pero sinadya ko na 2xl kasi im preggy  pina alter ko nlng,1,0,0,0,Too small sizes,,,,
841,camel khaki inorder kodumating khaki ang seller dito hindi marunong magupdate kahit na iisa lang yung inorder ng customer sana next time wag mag marunong sa customer pakitriple check bago ibalot at iship ok,0,0,0,1,Wrong color and seller is unresponsive.,,,,
842,good quality salamat sa product po maganda po ang quality at ang kulay po at nka rating din po khit malayo nasa bicol po ako thanks po,1,1,0,0,Good quality,,,,
843,minus 1star po sa seller sa hnd pagtupad sa chat namin minus 1star din sa product na yung isa ang baba nung part na hook,1,0,0,1,Did not follow order,,,,
844,malamig 1hour lang battery time kahit anong speed pero malamig pero mabilis masira,1,0,0,0,Battery issues.,,,,
845,same color received at walang straw ang isang tumbler,0,0,0,0,Missing item.,,,,
846,madaming gasgas di well pack wala man lang plastic yun mismong product sa loob ng kahon kaya puro gasgas na pero gumagana naman siya kaya ok na din,1,0,0,0,Scratches,,,,
847,good di ko pa nagagamit sa ulan pero ok naman siya so far kaya lang di ata nacheck ng maayos and mukang matagal nang nakastock yung nabigay saken at may gasgas pa sa handle,1,0,0,0,Has scratches and old stock.,,,,
848,maganda iyong items thank you seller,1,0,0,0,Good product.,,,,
849,ang sabi hindi mag mo molds pero yong black ko mag molds talaga siya  pag e lagay mabasa talaga,1,0,0,0,Product is molding.,,,,
850,malaki po ang mg sizes bakit lahat xl po please naman paki 3x check nyo po muna before ninyo po e packed ang items po paano po ito e refund,1,0,0,0,Large sizes,,,,
851,so ayun kumpleto nareceived ko at tama naman kaso kakadisapoint lang kase mukhang hindi pinag effortan ni seller na ayusn yung packaging para sa mga fragile item sana manlang maayos pagkakasalansan ng mga item kaso hindi kaya basag basag na ni hindi manlang nidoble ng bubble wrap nagtitipid ka ba,0,0,0,1,Poor Packaging,,,,
852,maganda sana kaso sira ung power botton inayos q nng irefund sana kaso need n ng anak pki ingatan nlng next salamat,1,0,0,0,Power button issue.,,,,
853,quality is good for its price comfy to wear din naman but what i find uncomfortable is natunog sya habang naglalakad di naman basa or what,1,0,1,0,Noisy.,,,,
854,nagulat ako kase sobrang nipis nya nung sinuot ko bakat na bakat yung foam sa loob kaya hindi ako sigurado kung maisusuot ko ba sya in public kasi hindi ganon kaganda yung qualith and okay naman yung packaging nakakatakot lang kasi manipis walang damage yung damit,1,0,0,0,Poor quality is too thin.,,,,
855,masyadong matapang yung amoy ng jo malone english pear tapos yung meow hindi sya katulad nung ibang nabili ko sa ibang shop parang di sya oil based tsaka yung amoy nya hawig lang ng konti pero di sya ganun kabango compared ng sa iba yung sa pagkabalot naman ng item,1,0,0,0,Not oil based,,,,
856,fair first time to order in this shop at hindi na mauulit knowing na maulan ang panahon sana bago nyo naman pinaship eh sinecured muna yung item hindi yung ganto nabasa na ang loob plus yupi yupi na yung edges ng mga sticker hindi man lang naka cartoon kahit bubble,0,0,0,1,Poor service item arrived wet.,,,,
857,maayos naman ang packaging at mabilis din ang deliver kaso lang yung sizing parang same lang ang large at xl kalerks yung large parang small lang yung laki pero anyways thank you pa din sa seller,1,1,0,0,Fast delivery,,,,
858,mukhang magtatagal naman but the size is smaller than you actual size better give an allowance,1,0,0,0,Smaller size than usual.,,,,
859,nag stick nalang sana ako sa totoong size ko kase tama naman pala sabi ng ibang review get size bigger pero for me stick to your size ok naman siya for the price pero hindi yung sobrang nakakatuwa sa ganda at tibay mukang flimsy malambot ang material,1,0,1,0,Flimsy and soft material.,,,,
860,kumpleto at nakapacked ng maayos yung items na inorder ko good job po sa seller  order ulit ako next,0,0,0,1,Packed properly.,,,,
861,black and white order ko mali kulay dumating ehh black black to ehh seller andaya para sakin to ehh panglalaki namn tong puro black rhh,0,0,0,1,Wrong color.,,,,
862,sobrang dissapount naman nung maroon at black na paranv sando sya akala ko mahaba yun naman pla maiksi parang bra talaga hayssss,1,0,0,0,Not the correct item,,,,
863,i bought 3 pero isa lang yung malakas ang hangin the other two is so mahina kinda disappointed hehe,1,0,0,0,Weak,,,,
864,poorly packed no bubble wrap in packaging other than that the item is good,0,0,0,0,Poor packaging.,,,,
865,madumi yung bottom part i dont know why mura items pero sana maayos at hindi ganto pinadala pang gift pa naman to pako ireregalo kung parang gamit na,1,0,0,0,Product is dirty.,,,,
866,sakto pang sa presyo ibang colors ang dumting white po ang order ko pero green ang pinadala nila for me complete naman po 20 pcs pero dipo ganun ka ganda ang quality sakto lang po sa presyo nya na mura po di makapal ang foam at di madikit masyado ang,1,0,1,0,Wrong color,,,,
867,okay naman siya pero may damage yung dalawang beige and parang gamit na siya but yung black is  thank you,1,0,0,0,Damage item.,,,,
868,bakit fan expect ko mouse or keyboard,1,0,0,0,Wrong item,,,,
869,manipis ung white wall paper and can easily be tearedoff a bit expensive for its quality,1,0,1,0,Thin and expensive.,,,,
870,madali ma sira ung wallpaper and ang dali nya mag stretch not good quality it has nice texture tho delivery was not bad all came in complete and safe unq quality lng mejo hirap nya install compared sa previous puchases ko thanks and keep safe,1,1,0,0,Easy to break, delivery on time.,,,
871,okay naman yung item pero sa description sabi may builtin battery ang pwd icharge o mali,1,0,0,0,False info in description,,,,
872,ok po sya kaso may mga konting stains sa paligid nya sana sa susunod paki check nyo flawlessness ng product ninyo para di kayo mawalan customerspero ok good quality paren para sakin test ko lang after several days if ok sya then comment ulit ako,1,0,0,1,Stained,,,,
873,ang tagal niya dumating higit 15 days ayun lang yung hassle pero okay naman gumagana yung earbuds edit ko to pagmabilis maglowbat hehe,0,1,0,0,Late delivery.,,,,
874,bat naman po ganun wrong color yung dumating sana sinabihan niyo muna ako bago niyo shinip yung asawa ko kasi ang gagamit and hindi mukhang panlalaki yun kulay niya sorry 3 star lang,0,0,0,1,Wrong color and lack of communication,,,,
875,not really good madali malobat,1,0,0,0,Battery drains fast,,,,
876,ok na man ung phone wla damge kaso madali lng malowbat pero ok na dn sana magtagal thanks seller,1,0,0,0,Battery drains fast,,,,
877,good quality well packaged item shipped quickly will order again kaya lang hindi masyado maisara anyway maganda syathanks,1,1,0,0,Quality is good and shipped quickly.,,,,
878,sira yung stand ng ring light di ko tuloy magamit na baba bigla ano ba yan seller sana chineck nyo muna product nyo bago ideliver loose thread na yata yung mga screw nakakairita hindi na ulit ako oorder dito grabe sayang lng pera ko nakalock na yan,1,0,1,1,Product broken, and waste of money.,,,
879,box nayupi in transit when i open item looks nawarak i have to assemble the cover and insert the filter myself again luckily wala nman damage no manual to guide paano ilagay yun filter as to wc side face front its good my nephew uses also this brand kya ngpaturo,1,1,0,0,Box is crushed,,,,
880,seller not responsive kulang items ko nakailang message nako sa seller online sila pero d ako sinasagot d man lang binalikan wala talagang reply 1 star dpat to eh ayaw lang ng shopee,0,0,0,1,Seller is not responsive.,,,,
